class_name,video_id,split,bbox,link
drink,17724,val,"[68, 18, 220, 192]",https://www.signingsavvy.com/signs/mp4/7/7796.mp4
computer,12328,train,"[56, 11, 240, 192]",https://www.signingsavvy.com/signs/mp4/6/6326.mp4
computer,12312,val,"[422, 50, 824, 720]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4
computer,12311,train,"[27, 0, 313, 240]",https://media.spreadthesign.com/video/mp4/13/51378.mp4
computer,12338,train,"[221, 42, 501, 400]",http://www.aslsearch.com/signs/videos/computer.mp4
computer,12313,train,"[409, 51, 833, 720]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4
computer,12314,train,"[257, 38, 1684, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4
computer,12315,val,"[436, 35, 1765, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4
computer,12316,train,"[412, 18, 1698, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4
computer,12317,train,"[473, 44, 1708, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4
computer,12318,train,"[365, 45, 1673, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4
computer,12319,train,"[494, 99, 1414, 1077]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4
computer,12320,test,"[74, 19, 565, 480]",https://media.asldeafined.com/vocabulary/1466901185.5915.mp4
computer,12326,val,"[69, 9, 214, 192]",https://www.signingsavvy.com/signs/mp4/6/6011.mp4
computer,12327,train,"[63, 0, 218, 192]",https://www.signingsavvy.com/signs/mp4/6/6012.mp4
before,5728,train,"[624, 70, 1587, 1070]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4
before,5749,train,"[167, 52, 512, 400]",http://www.aslsearch.com/signs/videos/before3.mp4
before,5750,val,"[171, 52, 513, 400]",http://www.aslsearch.com/signs/videos/before.mp4
before,5729,train,"[300, 12, 1202, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4
before,5730,train,"[712, 64, 1652, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4
before,65167,train,"[190, 0, 504, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4
before,5731,train,"[570, 98, 1535, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4
before,5732,train,"[103, 25, 528, 480]",https://media.asldeafined.com/vocabulary/1466681314.2550.mp4
before,5733,train,"[95, 23, 533, 480]",https://media.asldeafined.com/vocabulary/1466681379.1244.mp4
before,5734,train,"[129, 0, 555, 480]",https://media.asldeafined.com/vocabulary/1468755772.9751.mp4
before,5727,test,"[386, 45, 810, 720]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4
before,5739,test,"[74, 23, 209, 192]",https://www.signingsavvy.com/signs/mp4/22/22829.mp4
before,5740,train,"[90, 22, 203, 192]",https://www.signingsavvy.com/signs/mp4/22/22831.mp4
before,5741,test,"[65, 9, 219, 192]",https://www.signingsavvy.com/signs/mp4/5/5971.mp4
before,5742,train,"[67, 14, 216, 192]",https://www.signingsavvy.com/signs/mp4/6/6164.mp4
before,5743,train,"[43, 3, 212, 192]",https://www.signingsavvy.com/signs/mp4/9/9194.mp4
chair,9848,train,"[40, 6, 266, 240]",https://media.spreadthesign.com/video/mp4/13/74909.mp4
chair,9869,train,"[183, 55, 560, 400]",http://www.aslsearch.com/signs/videos/chair.mp4
chair,9849,train,"[388, 56, 806, 720]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chair.mp4
chair,9850,train,"[667, 144, 1472, 1061]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chair-mVdtJjs-_20.mp4
chair,9851,val,"[102, 22, 563, 480]",https://media.asldeafined.com/vocabulary/1466729509.9229.mp4
chair,65328,train,"[169, 15, 476, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAIR-378.mp4
chair,9854,val,"[81, 15, 233, 192]",https://www.signingsavvy.com/signs/mp4/7/7821.mp4
go,69345,val,"[268, 38, 898, 720]",http://aslbricks.org/New/ASL-Videos/go.mp4
go,24955,train,"[79, 22, 201, 192]",https://www.signingsavvy.com/signs/mp4/23/23400.mp4
go,24956,train,"[81, 22, 199, 192]",https://www.signingsavvy.com/signs/mp4/23/23401.mp4
go,24941,train,"[187, 18, 526, 414]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/go.mp4
go,24960,test,"[78, 25, 214, 192]",https://www.signingsavvy.com/signs/mp4/23/23517.mp4
go,24961,train,"[78, 25, 214, 192]",https://www.signingsavvy.com/signs/mp4/23/23517.mp4
go,24962,train,"[88, 25, 217, 192]",https://www.signingsavvy.com/signs/mp4/23/23519.mp4
go,65824,train,"[149, 9, 591, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GO/GO-469.mp4
go,24973,train,"[229, 42, 573, 400]",http://www.aslsearch.com/signs/videos/go.mp4
go,24943,train,"[283, 19, 812, 480]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20go-c3j44FTrL9c.mp4
go,24946,val,"[607, 62, 1534, 1075]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20To%20Go-BeOwDK5YI0U.mp4
go,24947,train,"[58, 2, 557, 480]",https://media.asldeafined.com/vocabulary/1468549286.5649.mp4
go,24940,train,"[37, 1, 284, 240]",https://media.spreadthesign.com/video/mp4/13/58507.mp4
go,24952,val,"[32, 14, 204, 192]",https://www.signingsavvy.com/signs/mp4/22/22235.mp4
go,24954,train,"[79, 22, 201, 192]",https://www.signingsavvy.com/signs/mp4/23/23400.mp4
who,69534,train,"[381, 45, 868, 720]",http://aslbricks.org/New/ASL-Videos/who.mp4
who,63242,train,"[188, 55, 546, 400]",http://www.aslsearch.com/signs/videos/who.mp4
who,63226,test,"[235, 15, 526, 414]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/who.mp4
who,63227,train,"[687, 96, 1421, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who%202-P20hHY3qUEQ.mp4
who,63228,train,"[693, 88, 1401, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-rehp_kwiS-I.mp4
who,63229,val,"[655, 72, 1505, 1071]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-wmIY6Yo-vp8.mp4
who,63230,val,"[342, 20, 1162, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-xchfz0eTaP8.mp4
who,63231,train,"[128, 8, 517, 480]",https://media.asldeafined.com/vocabulary/1468928348.68.mp4
who,66778,train,"[165, 4, 472, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-1430.mp4
who,63232,train,"[112, 28, 507, 480]",https://media.asldeafined.com/vocabulary/1539176590.1089.mp4
who,66779,train,"[167, 3, 471, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-2236.mp4
who,63225,train,"[35, 0, 293, 240]",https://media.spreadthesign.com/video/mp4/13/51811.mp4
who,63236,train,"[81, 19, 207, 192]",https://www.signingsavvy.com/signs/mp4/9/9019.mp4
who,63237,val,"[82, 17, 212, 192]",https://www.signingsavvy.com/signs/mp4/9/9020.mp4
candy,8929,val,"[153, 55, 539, 400]",http://www.aslsearch.com/signs/videos/candy.mp4
candy,8916,train,"[163, 14, 517, 414]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/candy.mp4
candy,8917,train,"[784, 153, 1501, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing%202-dsVi-FR4eBg.mp4
candy,8918,val,"[774, 153, 1499, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing-YX3NQ7iEwiE.mp4
candy,8919,train,"[647, 60, 1538, 1065]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy-v1iNoQ1DZ7c.mp4
candy,8920,train,"[675, 65, 1529, 1060]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cute-Dl2ekdgVRTg.mp4
candy,8921,train,"[66, 24, 572, 480]",https://media.asldeafined.com/vocabulary/1471144833.8086.mp4
candy,65298,train,"[186, 15, 467, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-66.mp4
candy,8924,train,"[80, 11, 216, 192]",https://www.signingsavvy.com/signs/mp4/6/6123.mp4
candy,65299,train,"[136, 16, 469, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-67.mp4
candy,65300,test,"[195, 16, 467, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_2-1014.mp4
candy,8915,test,"[23, 0, 286, 240]",https://media.spreadthesign.com/video/mp4/13/51294.mp4
candy,8925,test,"[78, 15, 233, 192]",https://www.signingsavvy.com/signs/mp4/7/7906.mp4
cousin,65415,test,"[134, 17, 491, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COUSIN-1171.mp4
cousin,13647,train,"[205, 43, 479, 400]",http://www.aslsearch.com/signs/videos/cousin3.mp4
cousin,13648,train,"[192, 41, 488, 400]",http://www.aslsearch.com/signs/videos/cousin.mp4
cousin,13631,train,"[463, 67, 856, 720]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-female.mp4
cousin,13632,train,"[428, 69, 853, 720]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-male.mp4
cousin,13633,val,"[297, 16, 772, 480]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cousin-WACMzmRGgY8.mp4
cousin,13634,val,"[99, 24, 512, 480]",https://media.asldeafined.com/vocabulary/1466904377.9296.mp4
cousin,13635,test,"[59, 25, 528, 480]",https://media.asldeafined.com/vocabulary/1466904400.1624.mp4
cousin,13636,train,"[55, 27, 520, 480]",https://media.asldeafined.com/vocabulary/1539177107.4884.mp4
cousin,13630,train,"[67, 17, 251, 234]",https://media.spreadthesign.com/video/mp4/13/47501.mp4
cousin,13640,train,"[52, 9, 225, 192]",https://www.signingsavvy.com/signs/mp4/6/6148.mp4
cousin,13641,val,"[79, 8, 222, 192]",https://www.signingsavvy.com/signs/mp4/6/6150.mp4
cousin,13642,train,"[54, 9, 222, 192]",https://www.signingsavvy.com/signs/mp4/6/6568.mp4
cousin,13646,train,"[174, 36, 487, 400]",http://www.aslsearch.com/signs/videos/cousin2.mp4
deaf,14882,train,"[186, 15, 525, 414]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/deaf.mp4
deaf,14903,val,"[170, 62, 532, 400]",http://www.aslsearch.com/signs/videos/deaf.mp4
deaf,14883,test,"[738, 111, 1463, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-1tMYCoZB0lE.mp4
deaf,14884,train,"[677, 59, 1527, 1061]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-VoHLEG8FIH4.mp4
deaf,14885,train,"[727, 115, 1483, 1078]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf-bHRhz2geOTA.mp4
deaf,14886,train,"[445, 35, 1030, 709]",https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Deaf.mp4
deaf,65445,train,"[170, 15, 476, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DE/DEAF-103.mp4
deaf,14887,val,"[111, 30, 517, 480]",https://media.asldeafined.com/vocabulary/1466906743.302.mp4
deaf,14888,test,"[95, 28, 530, 480]",https://media.asldeafined.com/vocabulary/1522766619.2346.mp4
deaf,14893,train,"[66, 24, 205, 192]",https://www.signingsavvy.com/signs/mp4/23/23016.mp4
deaf,14894,train,"[60, 24, 206, 192]",https://www.signingsavvy.com/signs/mp4/23/23017.mp4
fine,21870,train,"[414, 53, 804, 720]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine2.mp4
fine,21890,test,"[166, 54, 515, 400]",http://www.aslsearch.com/signs/videos/cost.mp4
fine,21891,train,"[236, 35, 486, 400]",http://www.aslsearch.com/signs/videos/fine.mp4
fine,21871,train,"[206, 15, 518, 414]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine.mp4
fine,21872,val,"[344, 10, 770, 480]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20fine5-4SzwErJNYTc.mp4
fine,21869,train,"[67, 10, 236, 240]",https://media.spreadthesign.com/video/mp4/13/92669.mp4
fine,21874,val,"[57, 6, 600, 480]",https://media.asldeafined.com/vocabulary/1468494312.7752.mp4
fine,21878,train,"[69, 14, 214, 192]",https://www.signingsavvy.com/signs/mp4/14/14347.mp4
fine,21883,train,"[72, 15, 216, 192]",https://www.signingsavvy.com/signs/mp4/6/6355.mp4
help,69364,val,"[605, 64, 1417, 1080]",http://aslbricks.org/New/ASL-Videos/help.mp4
help,27221,train,"[198, 56, 563, 400]",http://www.aslsearch.com/signs/videos/help.mp4
help,27206,train,"[211, 16, 525, 414]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/help.mp4
help,27207,train,"[665, 54, 1608, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Stamp%2C%20Help-2bSAr25HPXY.mp4
help,27208,train,"[80, 14, 536, 480]",https://media.asldeafined.com/vocabulary/1468580671.3652.mp4
help,27209,test,"[66, 20, 607, 480]",https://media.asldeafined.com/vocabulary/1471136062.8464.mp4
help,65890,train,"[182, 14, 465, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2562.mp4
help,27213,test,"[92, 24, 202, 192]",https://www.signingsavvy.com/signs/mp4/23/23431.mp4
help,27214,train,"[77, 3, 220, 192]",https://www.signingsavvy.com/signs/mp4/5/5871.mp4
help,65891,val,"[188, 14, 463, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2563.mp4
help,65889,train,"[188, 15, 469, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-483.mp4
help,27215,train,"[72, 14, 217, 192]",https://www.signingsavvy.com/signs/mp4/6/6389.mp4
help,27216,train,"[67, 5, 217, 192]",https://www.signingsavvy.com/signs/mp4/9/9918.mp4
help,27217,train,"[61, 12, 213, 192]",https://www.signingsavvy.com/signs/mp4/9/9936.mp4
no,69411,val,"[274, 43, 875, 720]",http://aslbricks.org/New/ASL-Videos/no.mp4
no,38525,test,"[223, 12, 525, 414]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/no.mp4
no,38544,train,"[258, 38, 509, 400]",http://www.aslsearch.com/signs/videos/no.mp4
no,38527,train,"[777, 24, 1651, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20No-hwa_U71nr74.mp4
no,38529,train,"[88, 0, 502, 480]",https://media.asldeafined.com/vocabulary/1468719269.5533.mp4
no,38530,train,"[138, 36, 517, 480]",https://media.asldeafined.com/vocabulary/1522767129.7038.mp4
no,38532,train,"[74, 22, 205, 192]",https://www.signingsavvy.com/signs/mp4/23/23547.mp4
no,38533,val,"[83, 17, 215, 192]",https://www.signingsavvy.com/signs/mp4/23/23949.mp4
no,66183,train,"[143, 0, 480, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/NO/NO-512.mp4
no,38524,train,"[54, 0, 261, 240]",https://media.spreadthesign.com/video/mp4/13/48823.mp4
no,38534,train,"[77, 17, 218, 192]",https://www.signingsavvy.com/signs/mp4/6/6400.mp4
thin,57948,val,"[66, 21, 206, 192]",https://www.signingsavvy.com/signs/mp4/22/22387.mp4
thin,57949,train,"[66, 21, 206, 192]",https://www.signingsavvy.com/signs/mp4/22/22387.mp4
thin,57934,train,"[427, 57, 820, 720]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thin-2.mp4
thin,57953,train,"[214, 53, 566, 400]",http://www.aslsearch.com/signs/videos/skinny.mp4
thin,57935,train,"[437, 57, 825, 720]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thin.mp4
thin,57936,train,"[840, 75, 1596, 1075]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin%202-aLghoMT6IhA.mp4
thin,57937,train,"[740, 74, 1629, 1076]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin%202-cXEknONHNEc.mp4
thin,66606,train,"[183, 26, 437, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THIN-2192.mp4
thin,57939,train,"[856, 69, 1733, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-5G1gWM4HnBI.mp4
thin,57940,train,"[690, 97, 1426, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-85Xp1i_NN-E.mp4
thin,57941,test,"[823, 73, 1592, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-fTYMARYgieE.mp4
thin,57942,train,"[120, 0, 533, 480]",https://media.asldeafined.com/vocabulary/1468944700.6887.mp4
thin,66607,val,"[169, 35, 479, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THIN-2465.mp4
thin,57933,val,"[59, 0, 282, 240]",https://media.spreadthesign.com/video/mp4/13/50888.mp4
thin,57943,test,"[129, 21, 550, 480]",https://media.asldeafined.com/vocabulary/1546575308.9841.mp4
thin,57947,train,"[90, 24, 227, 192]",https://www.signingsavvy.com/signs/mp4/22/22386.mp4
walk,62175,train,"[201, 38, 529, 400]",http://www.aslsearch.com/signs/videos/walk.mp4
walk,62159,train,"[209, 14, 581, 414]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/walk.mp4
walk,62160,test,"[513, 128, 1847, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Walk%202-lSM2XoWrTUY.mp4
walk,62163,train,"[585, 136, 1828, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Walk-MyDb3_nPts4.mp4
walk,62164,train,"[122, 0, 592, 480]",https://media.asldeafined.com/vocabulary/1468926910.5698.mp4
walk,66743,train,"[202, 29, 478, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WA/WALK-1407.mp4
walk,66742,train,"[155, 31, 517, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WA/WALK-314.mp4
walk,62158,val,"[30, 0, 285, 240]",https://media.spreadthesign.com/video/mp4/13/50935.mp4
walk,62168,train,"[76, 17, 237, 192]",https://www.signingsavvy.com/signs/mp4/23/23053.mp4
walk,62169,train,"[73, 16, 239, 192]",https://www.signingsavvy.com/signs/mp4/23/23054.mp4
walk,62170,train,"[57, 16, 224, 192]",https://www.signingsavvy.com/signs/mp4/9/9209.mp4
year,64211,val,"[565, 54, 1534, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Year-8JUNM67_g9g.mp4
year,64224,train,"[176, 52, 537, 400]",http://www.aslsearch.com/signs/videos/year.mp4
year,64210,test,"[229, 13, 548, 414]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/year.mp4
year,64212,train,"[642, 59, 1646, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Year-VAtU8WanjmE.mp4
year,66818,train,"[157, 8, 461, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YEAR-1469.mp4
year,64213,train,"[82, 0, 535, 480]",https://media.asldeafined.com/vocabulary/1468774917.4615.mp4
year,66816,train,"[188, 33, 482, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YEAR-656.mp4
year,64209,test,"[52, 0, 274, 240]",https://media.spreadthesign.com/video/mp4/13/51103.mp4
year,64219,train,"[88, 16, 226, 192]",https://www.signingsavvy.com/signs/mp4/7/7723.mp4
year,64218,train,"[72, 15, 221, 192]",https://www.signingsavvy.com/signs/mp4/7/7228.mp4
yes,69546,val,"[214, 41, 881, 720]",http://aslbricks.org/New/ASL-Videos/yes.mp4
yes,64287,val,"[120, 4, 526, 480]",https://media.asldeafined.com/vocabulary/1468774983.6377.mp4
yes,64284,train,"[724, 29, 1675, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-Kg0VRsnehgQ.mp4
yes,64291,train,"[81, 25, 212, 192]",https://www.signingsavvy.com/signs/mp4/23/23544.mp4
yes,64292,train,"[79, 23, 212, 192]",https://www.signingsavvy.com/signs/mp4/23/23545.mp4
yes,64293,test,"[70, 20, 212, 192]",https://www.signingsavvy.com/signs/mp4/23/23546.mp4
yes,66820,train,"[168, 14, 461, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YES-1472.mp4
yes,64280,train,"[20, 13, 258, 240]",https://media.spreadthesign.com/video/mp4/13/485639.mp4
yes,64300,train,"[235, 44, 478, 400]",http://www.aslsearch.com/signs/videos/yes.mp4
yes,64281,train,"[222, 13, 524, 414]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/yes.mp4
yes,64288,train,"[143, 25, 514, 480]",https://media.asldeafined.com/vocabulary/1522767427.6654.mp4
yes,64283,train,"[625, 111, 1483, 1063]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-IIWhF2S6saQ.mp4
all,69206,train,"[439, 68, 1366, 1080]",http://aslbricks.org/New/ASL-Videos/all.mp4
all,2003,train,"[171, 49, 564, 400]",http://www.aslsearch.com/signs/videos/all.mp4
all,1987,train,"[351, 53, 821, 720]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/all.mp4
all,1988,train,"[32, 13, 543, 480]",https://media.asldeafined.com/vocabulary/1466172884.2656.mp4
all,1991,train,"[43, 22, 221, 192]",https://www.signingsavvy.com/signs/mp4/22/22936.mp4
all,1992,train,"[47, 23, 228, 192]",https://www.signingsavvy.com/signs/mp4/22/22937.mp4
all,65043,train,"[149, 10, 464, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/AL/ALL-11.mp4
all,1986,test,"[43, 0, 269, 240]",https://media.spreadthesign.com/video/mp4/13/244016.mp4
black,69236,val,"[295, 38, 885, 720]",http://aslbricks.org/New/ASL-Videos/black.mp4
black,6472,train,"[205, 17, 524, 414]",https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/black.mp4
black,6473,train,"[544, 60, 1618, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Black-Mr3gdFh3A28.mp4
black,6474,train,"[77, 18, 515, 480]",https://media.asldeafined.com/vocabulary/1466682549.1836.mp4
black,6476,val,"[58, 15, 216, 192]",https://www.signingsavvy.com/signs/mp4/6/6787.mp4
black,6477,train,"[48, 11, 226, 192]",https://www.signingsavvy.com/signs/mp4/7/7145.mp4
black,6478,train,"[63, 8, 245, 192]",https://www.signingsavvy.com/signs/mp4/8/8384.mp4
black,65200,train,"[149, 24, 479, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BL/BLACK-415.mp4
black,6471,train,"[66, 13, 258, 240]",https://media.spreadthesign.com/video/mp4/13/357947.mp4
black,6486,train,"[131, 52, 555, 400]",http://www.aslsearch.com/signs/videos/black.mp4
cool,69281,train,"[148, 9, 605, 480]",http://aslbricks.org/New/ASL-Videos/cool.mp4
cool,65403,train,"[175, 17, 495, 370]",https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COOL-1158.mp4
cool,13213,train,"[73, 16, 215, 192]",https://www.signingsavvy.com/signs/mp4/24/24134.mp4
cool,13197,val,"[504, 69, 1606, 1080]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%203-2zFEI2o-HXc.mp4
cool,13216,train,"[154, 51, 527, 400]",http://www.aslsearch.com/signs/videos/cool2.mp4
cool,13217,train,"[161, 50, 520, 400]",http://www.aslsearch.com/signs/videos/cool.mp4
cool,13198,test,"[822, 84, 1608, 1052]",https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%20cool-wonohTR_Bv4.mp4
